t,Gx,Gy,Gz
72.0199999999986,-0.29,0,0.96
72.0299999999986,-0.29,0,0.96
72.0399999999986,-0.29,0,0.96
72.0499999999986,-0.29,0,0.96
72.0599999999986,-0.29,0,0.96
72.0699999999986,-0.29,0,0.96
72.0799999999986,-0.29,0,0.96
72.0899999999986,-0.29,0,0.96
72.0999999999986,-0.29,0,0.96
72.1099999999986,-0.3,0,0.96
72.1199999999986,-0.3,0,0.96
72.1299999999986,-0.3,0,0.96
72.1399999999986,-0.3,0,0.96
72.1499999999986,-0.3,0,0.95
72.1599999999986,-0.3,0,0.95
72.1699999999986,-0.3,0,0.95
72.1799999999986,-0.3,0,0.95
72.1899999999986,-0.3,0,0.95
72.1999999999986,-0.3,0,0.95
72.2099999999986,-0.3,0,0.95
72.2199999999986,-0.3,0,0.95
72.2299999999986,-0.3,0,0.95
72.2399999999986,-0.3,0,0.95
72.2499999999986,-0.3,0,0.95
72.2599999999986,-0.3,0,0.95
72.2699999999986,-0.3,0,0.95
72.2799999999986,-0.3,0,0.95
72.2899999999986,-0.3,0,0.95
72.2999999999986,-0.3,0,0.95
72.3099999999986,-0.3,0,0.95
72.3199999999986,-0.3,0,0.95
72.3299999999986,-0.3,0,0.95
72.3399999999986,-0.31,0,0.95
72.3499999999986,-0.31,0,0.95
72.3599999999986,-0.31,0,0.95
72.3699999999986,-0.31,0,0.95
72.3799999999986,-0.31,0,0.95
72.3899999999986,-0.31,0,0.95
72.3999999999986,-0.31,0,0.95
72.4099999999986,-0.31,0,0.95
72.4199999999986,-0.31,0,0.95
72.4299999999986,-0.31,0,0.95
72.4399999999986,-0.31,0,0.95
72.4499999999986,-0.31,0,0.95
72.4599999999986,-0.31,0,0.95
72.4699999999986,-0.31,0,0.95
72.4799999999986,-0.31,0,0.95
72.4899999999986,-0.31,0,0.95
72.4999999999986,-0.31,0,0.95
72.5099999999986,-0.31,0,0.95
72.5199999999986,-0.31,0,0.95
72.5299999999986,-0.31,0,0.95
72.5399999999986,-0.31,0,0.95
72.5499999999986,-0.31,0,0.95
72.5599999999986,-0.31,0,0.95
72.5699999999986,-0.32,0,0.95
72.5799999999986,-0.32,0,0.95
72.5899999999986,-0.32,0,0.95
72.5999999999986,-0.32,0,0.95
72.6099999999986,-0.32,0,0.95
72.6199999999986,-0.32,0,0.95
72.6299999999986,-0.32,0,0.95
72.6399999999986,-0.32,0,0.95
72.6499999999986,-0.32,0,0.95
72.6599999999986,-0.32,0,0.95
72.6699999999986,-0.32,0,0.95
72.6799999999986,-0.32,0,0.95
72.6899999999986,-0.32,0,0.95
72.6999999999986,-0.32,0,0.95
72.7099999999985,-0.32,0,0.95
72.7199999999986,-0.32,0,0.95
72.7299999999986,-0.32,0,0.95
72.7399999999986,-0.32,0,0.95
72.7499999999986,-0.32,0,0.95
72.7599999999986,-0.32,0,0.95
72.7699999999986,-0.32,0,0.95
72.7799999999986,-0.32,0,0.95
72.7899999999986,-0.32,0,0.95
72.7999999999986,-0.32,0,0.95
72.8099999999986,-0.33,0,0.95
72.8199999999985,-0.33,0,0.95
72.8299999999986,-0.33,0,0.95
72.8399999999986,-0.33,0,0.95
72.8499999999985,-0.33,0,0.95
72.8599999999986,-0.33,0,0.94
72.8699999999985,-0.33,0,0.94
72.8799999999986,-0.33,0,0.94
72.8899999999986,-0.33,0,0.94
72.8999999999985,-0.33,0,0.94
72.9099999999986,-0.33,0,0.94
72.9199999999986,-0.33,0,0.94
72.9299999999985,-0.33,0,0.94
72.9399999999986,-0.33,0,0.94
72.9499999999986,-0.33,0,0.94
72.9599999999985,-0.33,0,0.94
72.9699999999986,-0.33,0,0.94
72.9799999999985,-0.33,0,0.94
72.9899999999986,-0.33,0,0.94
72.9999999999986,-0.33,0,0.94
73.0099999999985,-0.27,0,0.97
73.0199999999986,-0.24,0,0.98
73.0299999999985,-0.22,0,0.98
73.0399999999985,-0.2,0,0.99
73.0499999999986,-0.18,0,1
73.0599999999985,-0.17,0,1
73.0699999999985,-0.16,0,1.01
73.0799999999986,-0.15,0,1.01
73.0899999999985,-0.13,0,1.02
73.0999999999985,-0.13,0,1.02
73.1099999999986,-0.12,0,1.03
73.1199999999985,-0.11,0,1.03
73.1299999999986,-0.1,0,1.04
73.1399999999985,-0.1,0,1.04
73.1499999999985,-0.09,0,1.04
73.1599999999986,-0.09,0,1.05
73.1699999999985,-0.08,0,1.05
73.1799999999985,-0.08,0,1.06
73.1899999999985,-0.08,0,1.06
73.1999999999985,-0.08,0,1.06
73.2099999999985,-0.08,0,1.07
73.2199999999985,-0.07,0,1.07
73.2299999999985,-0.07,0,1.08
73.2399999999986,-0.07,0,1.08
73.2499999999985,-0.07,0,1.08
73.2599999999985,-0.06,0,1.09
73.2699999999986,-0.06,0,1.09
73.2799999999985,-0.06,0,1.1
73.2899999999985,-0.05,0,1.1
73.2999999999985,-0.05,0,1.1
73.3099999999985,-0.05,0,1.11
73.3199999999985,-0.04,0,1.11
73.3299999999985,-0.04,0,1.12
73.3399999999985,-0.03,0,1.12
73.3499999999985,-0.03,0,1.12
73.3599999999985,-0.02,0,1.13
73.3699999999985,-0.02,0,1.13
73.3799999999985,-0.02,0,1.14
73.3899999999985,-0.01,0,1.14
73.3999999999985,-0.01,0,1.15
73.4099999999985,0,0,1.15
73.4199999999985,0,0,1.15
73.4299999999985,0.01,0,1.16
73.4399999999985,0.02,0,1.16
73.4499999999985,0.02,0,1.17
73.4599999999985,0.03,0,1.17
73.4699999999985,0.03,0,1.18
73.4799999999985,0.04,0,1.18
73.4899999999985,0.05,0,1.19
73.4999999999985,0.05,0,1.19
73.5099999999985,0.06,0,1.19
73.5199999999985,0.07,0,1.2
73.5299999999985,0.07,0,1.2
73.5399999999985,0.08,0,1.21
73.5499999999985,0.09,0,1.21
73.5599999999985,0.1,0,1.22
73.5699999999985,0.1,0,1.22
73.5799999999985,0.11,0,1.23
73.5899999999985,0.12,0,1.23
73.5999999999985,0.13,0,1.24
73.6099999999985,0.13,0,1.24
73.6199999999985,0.14,0,1.25
73.6299999999985,0.15,0,1.25
73.6399999999985,0.16,0,1.26
73.6499999999985,0.17,0,1.26
73.6599999999985,0.18,0,1.27
73.6699999999985,0.19,0,1.27
73.6799999999985,0.2,0,1.28
73.6899999999985,0.2,0,1.28
73.6999999999985,0.21,0,1.29
73.7099999999985,0.22,0,1.29
73.7199999999985,0.23,0,1.3
73.7299999999985,0.24,0,1.3
73.7399999999985,0.25,0,1.31
73.7499999999985,0.26,0,1.31
73.7599999999985,0.27,0,1.32
73.7699999999985,0.28,0,1.32
73.7799999999985,0.29,0,1.33
73.7899999999985,0.3,0,1.33
73.7999999999985,0.31,0,1.34
73.8099999999985,0.33,0,1.34
73.8199999999985,0.34,0,1.35
73.8299999999985,0.35,0,1.35
73.8399999999985,0.36,0,1.36
73.8499999999985,0.37,0,1.36
73.8599999999985,0.38,0,1.37
73.8699999999985,0.39,0,1.37
73.8799999999985,0.41,0,1.38
73.8899999999985,0.42,0,1.39
73.8999999999985,0.43,0,1.39
73.9099999999985,0.44,0,1.4
73.9199999999985,0.46,0,1.4
73.9299999999985,0.47,0,1.41
73.9399999999985,0.48,0,1.41
73.9499999999985,0.5,0,1.42
73.9599999999985,0.51,0,1.42
73.9699999999985,0.52,0,1.43
73.9799999999985,0.54,0,1.44
73.9899999999985,0.55,0,1.44
73.9999999999985,0.56,0,1.45
74.0099999999985,0.58,0,1.45
74.0199999999985,0.59,0,1.46
74.0299999999985,0.6,0,1.47
74.0399999999985,0.62,0,1.47
74.0499999999985,0.63,0,1.48
74.0599999999985,0.65,0,1.48
74.0699999999985,0.66,0,1.49
74.0799999999985,0.68,0,1.5
74.0899999999985,0.69,0,1.5
74.0999999999985,0.71,0,1.51
74.1099999999985,0.72,0,1.51
74.1199999999985,0.74,0,1.52
74.1299999999985,0.75,0,1.53
74.1399999999985,0.77,0,1.53
74.1499999999985,0.78,0,1.54
74.1599999999985,0.8,0,1.55
74.1699999999985,0.82,0,1.55
74.1799999999985,0.83,0,1.56
74.1899999999985,0.85,0,1.56
74.1999999999985,0.87,0,1.57
74.2099999999985,0.88,0,1.58
74.2199999999985,0.9,0,1.58
74.2299999999985,0.92,0,1.59
74.2399999999985,0.93,0,1.59
74.2499999999985,0.95,0,1.6
74.2599999999985,0.97,0,1.61
74.2699999999985,0.98,0,1.61
74.2799999999985,1,0,1.62
74.2899999999985,1.01,0,1.62
74.2999999999985,1.03,0,1.63
74.3099999999985,1.05,0,1.64
74.3199999999985,1.06,0,1.64
74.3299999999985,1.08,0,1.65
74.3399999999985,1.1,0,1.65
74.3499999999985,1.11,0,1.66
74.3599999999985,1.13,0,1.67
74.3699999999985,1.14,0,1.67
74.3799999999985,1.16,0,1.68
74.3899999999985,1.17,0,1.68
74.3999999999985,1.19,0,1.69
74.4099999999985,1.2,0,1.69
74.4199999999985,1.22,0,1.7
74.4299999999985,1.23,0,1.71
74.4399999999985,1.25,0,1.71
74.4499999999985,1.26,0,1.72
74.4599999999985,1.28,0,1.72
74.4699999999985,1.29,0,1.73
74.4799999999985,1.31,0,1.73
74.4899999999985,1.32,0,1.74
74.4999999999985,1.34,0,1.75
74.5099999999985,1.35,0,1.75
74.5199999999985,1.36,0,1.76
74.5299999999985,1.38,0,1.76
74.5399999999985,1.39,0,1.77
74.5499999999985,1.41,0,1.77
74.5599999999985,1.42,0,1.78
74.5699999999985,1.43,0,1.79
74.5799999999985,1.45,0,1.79
74.5899999999985,1.46,0,1.8
74.5999999999985,1.47,0,1.8
74.6099999999985,1.49,0,1.81
74.6199999999985,1.5,0,1.81
74.6299999999985,1.51,0,1.82
74.6399999999985,1.52,0,1.82
74.6499999999985,1.54,0,1.83
74.6599999999985,1.55,0,1.84
74.6699999999985,1.56,0,1.84
74.6799999999985,1.57,0,1.85
74.6899999999985,1.59,0,1.85
74.6999999999985,1.6,0,1.86
74.7099999999985,1.61,0,1.86
74.7199999999985,1.62,0,1.87
74.7299999999985,1.63,0,1.87
74.7399999999985,1.64,0,1.88
74.7499999999985,1.66,0,1.88
74.7599999999985,1.67,0,1.89
74.7699999999985,1.68,0,1.89
74.7799999999985,1.69,0,1.9
74.7899999999985,1.7,0,1.9
74.7999999999985,1.71,0,1.91
74.8099999999985,1.72,0,1.92
74.8199999999985,1.73,0,1.92
74.8299999999985,1.74,0,1.93
74.8399999999985,1.75,0,1.93
74.8499999999985,1.76,0,1.94
74.8599999999985,1.77,0,1.94
74.8699999999985,1.78,0,1.95
74.8799999999985,1.79,0,1.95
74.8899999999985,1.8,0,1.96
74.8999999999985,1.81,0,1.96
74.9099999999985,1.82,0,1.97
74.9199999999985,1.83,0,1.97
74.9299999999985,1.84,0,1.98
74.9399999999985,1.85,0,1.98
74.9499999999985,1.86,0,1.99
74.9599999999985,1.87,0,1.99
74.9699999999985,1.88,0,2
74.9799999999985,1.89,0,2
74.9899999999985,1.9,0,2.01
74.9999999999985,1.9,0,2.01
75.0099999999985,1.91,0,2.02
75.0199999999985,1.92,0,2.02
75.0299999999985,1.93,0,2.03
75.0399999999985,1.94,0,2.03
75.0499999999985,1.95,0,2.04
75.0599999999985,1.95,0,2.04
75.0699999999985,1.96,0,2.05
75.0799999999985,1.97,0,2.05
75.0899999999985,1.98,0,2.05
75.0999999999985,1.98,0,2.06
75.1099999999985,1.99,0,2.06
75.1199999999985,2,0,2.07
75.1299999999985,2.01,0,2.07
75.1399999999985,2.01,0,2.08
75.1499999999985,2.02,0,2.08
75.1599999999985,2.03,0,2.09
75.1699999999985,2.03,0,2.09
75.1799999999985,2.04,0,2.1
75.1899999999985,2.05,0,2.1
75.1999999999985,2.05,0,2.11
75.2099999999985,2.06,0,2.11
75.2199999999985,2.06,0,2.12
75.2299999999985,2.07,0,2.12
75.2399999999985,2.08,0,2.12
75.2499999999985,2.08,0,2.13
75.2599999999985,2.09,0,2.13
75.2699999999985,2.09,0,2.14
75.2799999999985,2.1,0,2.14
75.2899999999985,2.1,0,2.15
75.2999999999985,2.11,0,2.15
75.3099999999985,2.11,0,2.16
75.3199999999985,2.12,0,2.16
75.3299999999985,2.12,0,2.16
75.3399999999985,2.13,0,2.17
75.3499999999985,2.13,0,2.17
75.3599999999985,2.14,0,2.18
75.3699999999985,2.14,0,2.18
75.3799999999985,2.15,0,2.19
75.3899999999985,2.15,0,2.19
75.3999999999985,2.15,0,2.19
75.4099999999985,2.16,0,2.2
75.4199999999985,2.16,0,2.2
75.4299999999985,2.17,0,2.21
75.4399999999985,2.17,0,2.21
75.4499999999985,2.17,0,2.22
75.4599999999985,2.18,0,2.22
75.4699999999985,2.18,0,2.22
75.4799999999985,2.18,0,2.23
75.4899999999985,2.19,0,2.23
75.4999999999985,2.19,0,2.24
75.5099999999985,2.19,0,2.24
75.5199999999985,2.19,0,2.24
75.5299999999985,2.2,0,2.25
75.5399999999985,2.2,0,2.25
75.5499999999985,2.2,0,2.26
75.5599999999985,2.2,0,2.26
75.5699999999985,2.21,0,2.26
75.5799999999985,2.21,0,2.27
75.5899999999985,2.21,0,2.27
75.5999999999985,2.21,0,2.28
75.6099999999985,2.21,0,2.28
75.6199999999985,2.22,0,2.28
75.6299999999985,2.22,0,2.29
75.6399999999985,2.22,0,2.29
75.6499999999985,2.22,0,2.3
75.6599999999985,2.22,0,2.3
75.6699999999985,2.22,0,2.3
75.6799999999985,2.22,0,2.31
75.6899999999985,2.22,0,2.31
75.6999999999985,2.22,0,2.32
75.7099999999985,2.22,0,2.32
75.7199999999985,2.22,0,2.32
75.7299999999985,2.23,0,2.33
75.7399999999985,2.23,0,2.33
75.7499999999985,2.23,0,2.33
75.7599999999985,2.23,0,2.34
75.7699999999985,2.23,0,2.34
75.7799999999985,2.23,0,2.35
75.7899999999985,2.22,0,2.35
75.7999999999985,2.22,0,2.35
75.8099999999985,2.22,0,2.36
75.8199999999985,2.22,0,2.36
75.8299999999985,2.22,0,2.36
75.8399999999985,2.22,0,2.37
75.8499999999985,2.22,0,2.37
75.8599999999985,2.22,0,2.37
75.8699999999985,2.22,0,2.38
75.8799999999985,2.22,0,2.38
75.8899999999985,2.22,0,2.39
75.8999999999985,2.22,0,2.39
75.9099999999985,2.22,0,2.39
75.9199999999985,2.22,0,2.4
75.9299999999985,2.22,0,2.4
75.9399999999985,2.22,0,2.4
75.9499999999985,2.22,0,2.41
75.9599999999985,2.22,0,2.41
75.9699999999985,2.22,0,2.41
75.9799999999985,2.21,0,2.42
75.9899999999985,2.21,0,2.42
75.9999999999985,2.21,0,2.43
76.0099999999985,2.21,0,2.43
76.0199999999985,2.21,0,2.43
76.0299999999985,2.21,0,2.44
76.0399999999985,2.21,0,2.44
76.0499999999985,2.21,0,2.44
76.0599999999985,2.21,0,2.45
76.0699999999985,2.21,0,2.45
76.0799999999985,2.21,0,2.45
76.0899999999985,2.21,0,2.46
76.0999999999985,2.21,0,2.46
76.1099999999985,2.21,0,2.47
76.1199999999985,2.21,0,2.47
76.1299999999985,2.21,0,2.47
76.1399999999985,2.21,0,2.48
76.1499999999985,2.21,0,2.48
76.1599999999985,2.21,0,2.48
76.1699999999985,2.2,0,2.49
76.1799999999985,2.2,0,2.49
76.1899999999985,2.2,0,2.49
76.1999999999985,2.2,0,2.5
76.2099999999985,2.2,0,2.5
76.2199999999985,2.2,0,2.51
76.2299999999985,2.2,0,2.51
76.2399999999985,2.2,0,2.51
76.2499999999985,2.2,0,2.52
76.2599999999985,2.2,0,2.52
76.2699999999985,2.2,0,2.52
76.2799999999985,2.2,0,2.53
76.2899999999985,2.2,0,2.53
76.2999999999985,2.2,0,2.53
76.3099999999985,2.2,0,2.54
76.3199999999985,2.2,0,2.54
76.3299999999985,2.2,0,2.54
76.3399999999985,2.2,0,2.55
76.3499999999985,2.2,0,2.55
76.3599999999985,2.19,0,2.56
76.3699999999985,2.19,0,2.56
76.3799999999985,2.19,0,2.56
76.3899999999985,2.19,0,2.57
76.3999999999985,2.19,0,2.57
76.4099999999985,2.19,0,2.57
76.4199999999985,2.19,0,2.58
76.4299999999985,2.19,0,2.58
76.4399999999985,2.19,0,2.58
76.4499999999985,2.19,0,2.59
76.4599999999985,2.19,0,2.59
76.4699999999985,2.19,0,2.6
76.4799999999985,2.19,0,2.6
76.4899999999985,2.19,0,2.6
76.4999999999985,2.19,0,2.61
76.5099999999985,2.19,0,2.61
76.5199999999985,2.19,0,2.61
76.5299999999985,2.19,0,2.62
76.5399999999985,2.18,0,2.62
76.5499999999985,2.18,0,2.62
76.5599999999985,2.18,0,2.63
76.5699999999985,2.18,0,2.63
76.5799999999985,2.18,0,2.64
76.5899999999985,2.18,0,2.64
76.5999999999985,2.18,0,2.64
76.6099999999985,2.18,0,2.65
76.6199999999985,2.18,0,2.65
76.6299999999985,2.18,0,2.65
76.6399999999985,2.18,0,2.66
76.6499999999985,2.18,0,2.66
76.6599999999985,2.18,0,2.66
76.6699999999985,2.18,0,2.67
76.6799999999985,2.18,0,2.67
76.6899999999985,2.18,0,2.68
76.6999999999985,2.18,0,2.68
76.7099999999985,2.17,0,2.68
76.7199999999985,2.17,0,2.69
76.7299999999985,2.17,0,2.69
76.7399999999985,2.17,0,2.69
76.7499999999985,2.17,0,2.7
76.7599999999985,2.17,0,2.7
76.7699999999985,2.17,0,2.7
76.7799999999985,2.17,0,2.71
76.7899999999985,2.17,0,2.71
76.7999999999985,2.17,0,2.72
76.8099999999985,2.17,0,2.72
76.8199999999985,2.17,0,2.72
76.8299999999985,2.17,0,2.73
76.8399999999985,2.17,0,2.73
76.8499999999985,2.17,0,2.73
76.8599999999985,2.17,0,2.74
76.8699999999985,2.17,0,2.74
76.8799999999985,2.17,0,2.74
76.8899999999985,2.16,0,2.75
76.8999999999985,2.16,0,2.75
76.9099999999985,2.16,0,2.76
76.9199999999985,2.16,0,2.76
76.9299999999985,2.16,0,2.76
76.9399999999985,2.16,0,2.77
76.9499999999985,2.16,0,2.77
76.9599999999985,2.16,0,2.77
76.9699999999985,2.16,0,2.78
76.9799999999985,2.16,0,2.78
76.9899999999985,2.16,0,2.78
76.9999999999985,2.16,0,2.79
77.0099999999985,2.16,0,2.79
77.0199999999985,2.16,0,2.79
77.0299999999985,2.16,0,2.8
77.0399999999985,2.16,0,2.8
77.0499999999985,2.16,0,2.81
77.0599999999985,2.15,0,2.81
77.0699999999985,2.15,0,2.81
77.0799999999985,2.15,0,2.82
77.0899999999985,2.15,0,2.82
77.0999999999985,2.15,0,2.82
77.1099999999985,2.15,0,2.83
77.1199999999985,2.15,0,2.83
77.1299999999985,2.15,0,2.83
77.1399999999985,2.15,0,2.84
77.1499999999985,2.15,0,2.84
77.1599999999985,2.15,0,2.85
77.1699999999985,2.15,0,2.85
77.1799999999985,2.15,0,2.85
77.1899999999985,2.15,0,2.86
77.1999999999985,2.15,0,2.86
77.2099999999985,2.15,0,2.86
77.2199999999985,2.14,0,2.87
77.2299999999985,2.14,0,2.87
77.2399999999985,2.14,0,2.87
77.2499999999985,2.14,0,2.88
77.2599999999985,2.14,0,2.88
77.2699999999985,2.14,0,2.89
77.2799999999985,2.14,0,2.89
77.2899999999985,2.14,0,2.89
77.2999999999985,2.14,0,2.9
77.3099999999985,2.14,0,2.9
77.3199999999985,2.14,0,2.9
77.3299999999985,2.14,0,2.91
77.3399999999985,2.14,0,2.91
77.3499999999985,2.14,0,2.91
77.3599999999985,2.14,0,2.92
77.3699999999985,2.14,0,2.92
77.3799999999985,2.13,0,2.93
77.3899999999985,2.13,0,2.93
77.3999999999985,2.13,0,2.93
77.4099999999985,2.13,0,2.94
77.4199999999985,2.13,0,2.94
77.4299999999985,2.13,0,2.94
77.4399999999985,2.13,0,2.95
77.4499999999985,2.13,0,2.95
77.4599999999984,2.13,0,2.95
77.4699999999985,2.13,0,2.96
77.4799999999985,2.13,0,2.96
77.4899999999985,2.13,0,2.96
77.4999999999985,2.13,0,2.97
77.5099999999984,2.13,0,2.97
77.5199999999985,2.13,0,2.98
77.5299999999985,2.13,0,2.98
77.5399999999984,2.12,0,2.98
77.5499999999985,2.12,0,2.99
77.5599999999985,2.12,0,2.99
77.5699999999984,2.12,0,2.99
77.5799999999985,2.12,0,3
77.5899999999985,2.12,0,3
77.5999999999985,2.12,0,3
77.6099999999985,2.12,0,3.01
77.6199999999984,2.12,0,3.01
77.6299999999985,2.12,0,3.02
77.6399999999985,2.12,0,3.02
77.6499999999984,2.12,0,3.02
77.6599999999985,2.12,0,3.03
77.6699999999984,2.12,0,3.03
77.6799999999984,2.12,0,3.03
77.6899999999985,2.12,0,3.04
77.6999999999984,2.11,0,3.04
77.7099999999984,2.11,0,3.04
77.7199999999985,2.11,0,3.05
77.7299999999984,2.11,0,3.05
77.7399999999985,2.11,0,3.06
77.7499999999985,2.11,0,3.06
77.7599999999984,2.11,0,3.06
77.7699999999985,2.11,0,3.07
77.7799999999984,2.11,0,3.07
77.7899999999984,2.11,0,3.07
77.7999999999985,2.11,0,3.08
77.8099999999984,2.11,0,3.08
77.8199999999984,2.11,0,3.08
77.8299999999984,2.11,0,3.09
77.8399999999984,2.11,0,3.09
77.8499999999985,2.11,0,3.09
77.8599999999984,2.1,0,3.1
77.8699999999984,2.1,0,3.1
77.8799999999985,2.1,0,3.11
77.8899999999984,2.1,0,3.11
77.8999999999984,2.1,0,3.11
77.9099999999985,2.1,0,3.12
77.9199999999984,2.1,0,3.12
77.9299999999984,2.1,0,3.12
77.9399999999984,2.1,0,3.13
77.9499999999984,2.1,0,3.13
77.9599999999984,2.1,0,3.13
77.9699999999984,2.1,0,3.14
77.9799999999984,2.1,0,3.14
77.9899999999984,2.1,0,3.14
77.9999999999984,2.1,0,3.15
78.0099999999984,2.09,0,3.15
78.0199999999984,2.09,0,3.15
78.0299999999984,2.09,0,3.16
78.0399999999984,2.09,0,3.16
78.0499999999984,2.09,0,3.16
78.0599999999984,2.09,0,3.17
78.0699999999984,2.09,0,3.17
78.0799999999984,2.09,0,3.17
78.0899999999984,2.09,0,3.18
78.0999999999984,2.09,0,3.18
78.1099999999984,2.09,0,3.18
78.1199999999984,2.09,0,3.19
78.1299999999984,2.09,0,3.19
78.1399999999984,2.09,0,3.19
78.1499999999984,2.09,0,3.2
78.1599999999984,2.09,0,3.2
78.1699999999984,2.08,0,3.2
78.1799999999984,2.08,0,3.21
78.1899999999984,2.08,0,3.21
78.1999999999984,2.08,0,3.21
78.2099999999984,2.08,0,3.22
78.2199999999984,2.08,0,3.22
78.2299999999984,2.08,0,3.22
78.2399999999984,2.08,0,3.23
78.2499999999984,2.08,0,3.23
78.2599999999984,2.08,0,3.23
78.2699999999984,2.08,0,3.24
78.2799999999984,2.08,0,3.24
78.2899999999984,2.08,0,3.24
78.2999999999984,2.08,0,3.25
78.3099999999984,2.08,0,3.25
78.3199999999984,2.08,0,3.25
78.3299999999984,2.07,0,3.26
78.3399999999984,2.07,0,3.26
78.3499999999984,2.07,0,3.26
78.3599999999984,2.07,0,3.27
78.3699999999984,2.07,0,3.27
78.3799999999984,2.07,0,3.27
78.3899999999984,2.07,0,3.28
78.3999999999984,2.07,0,3.28
78.4099999999984,2.07,0,3.28
78.4199999999984,2.07,0,3.29
78.4299999999984,2.07,0,3.29
78.4399999999984,2.07,0,3.29
78.4499999999984,2.07,0,3.3
78.4599999999984,2.07,0,3.3
78.4699999999984,2.07,0,3.3
78.4799999999984,2.07,0,3.3
78.4899999999984,2.06,0,3.31
78.4999999999984,2.06,0,3.31
78.5099999999984,2.06,0,3.31
78.5199999999984,2.06,0,3.32
78.5299999999984,2.06,0,3.32
78.5399999999984,2.06,0,3.32
78.5499999999984,2.06,0,3.33
78.5599999999984,2.06,0,3.33
78.5699999999984,2.06,0,3.33
78.5799999999984,2.06,0,3.34
78.5899999999984,2.06,0,3.34
78.5999999999984,2.06,0,3.34
78.6099999999984,2.06,0,3.34
78.6199999999984,2.06,0,3.35
78.6299999999984,2.06,0,3.35
78.6399999999984,2.06,0,3.35
78.6499999999984,2.05,0,3.36
78.6599999999984,2.05,0,3.36
78.6699999999984,2.05,0,3.36
78.6799999999984,2.05,0,3.37
78.6899999999984,2.05,0,3.37
78.6999999999984,2.05,0,3.37
78.7099999999984,2.05,0,3.37
78.7199999999984,2.05,0,3.38
78.7299999999984,2.05,0,3.38
78.7399999999984,2.05,0,3.38
78.7499999999984,2.05,0,3.39
78.7599999999984,2.05,0,3.39
78.7699999999984,2.05,0,3.39
78.7799999999984,2.05,0,3.39
78.7899999999984,2.05,0,3.4
78.7999999999984,2.05,0,3.4
78.8099999999984,2.04,0,3.4
78.8199999999984,2.04,0,3.41
78.8299999999984,2.04,0,3.41
78.8399999999984,2.04,0,3.41
78.8499999999984,2.04,0,3.41
78.8599999999984,2.04,0,3.42
78.8699999999984,2.04,0,3.42
78.8799999999984,2.04,0,3.42
78.8899999999984,2.04,0,3.43
78.8999999999984,2.04,0,3.43
78.9099999999984,2.04,0,3.43
78.9199999999984,2.04,0,3.43
78.9299999999984,2.04,0,3.44
78.9399999999984,2.04,0,3.44
78.9499999999984,2.04,0,3.44
78.9599999999984,2.04,0,3.45
78.9699999999984,2.03,0,3.45
78.9799999999984,2.03,0,3.45
78.9899999999984,2.03,0,3.45
78.9999999999984,2.03,0,3.46
79.0099999999984,2.03,0,3.46
79.0199999999984,2.03,0,3.46
79.0299999999984,2.03,0,3.46
79.0399999999984,2.03,0,3.47
79.0499999999984,2.03,0,3.47
79.0599999999984,2.03,0,3.47
79.0699999999984,2.03,0,3.48
79.0799999999984,2.03,0,3.48
79.0899999999984,2.03,0,3.48
79.0999999999984,2.03,0,3.48
79.1099999999984,2.03,0,3.49
79.1199999999984,2.03,0,3.49
79.1299999999984,2.02,0,3.49
79.1399999999984,2.02,0,3.49
79.1499999999984,2.02,0,3.5
79.1599999999984,2.02,0,3.5
79.1699999999984,2.02,0,3.5
79.1799999999984,2.02,0,3.5
79.1899999999984,2.02,0,3.51
79.1999999999984,2.02,0,3.51
79.2099999999984,2.02,0,3.51
79.2199999999984,2.02,0,3.52
79.2299999999984,2.02,0,3.52
79.2399999999984,2.02,0,3.52
79.2499999999984,2.02,0,3.52
79.2599999999984,2.02,0,3.53
79.2699999999984,2.02,0,3.53
79.2799999999984,2.02,0,3.53
79.2899999999984,2.02,0,3.53
79.2999999999984,2.01,0,3.54
79.3099999999984,2.01,0,3.54
79.3199999999984,2.01,0,3.54
79.3299999999984,2.01,0,3.54
79.3399999999984,2.01,0,3.55
79.3499999999984,2.01,0,3.55
79.3599999999984,2.01,0,3.55
79.3699999999984,2.01,0,3.55
79.3799999999984,2.01,0,3.56
79.3899999999984,2.01,0,3.56
79.3999999999984,2.01,0,3.56
79.4099999999984,2.01,0,3.56
79.4199999999984,2.01,0,3.57
79.4299999999984,2.01,0,3.57
79.4399999999984,2.01,0,3.57
79.4499999999984,2.01,0,3.57
79.4599999999984,2.01,0,3.58
79.4699999999984,2,0,3.58
79.4799999999984,2,0,3.58
79.4899999999984,2,0,3.58
79.4999999999984,2,0,3.58
79.5099999999984,2,0,3.59
79.5199999999984,2,0,3.59
79.5299999999984,2,0,3.59
79.5399999999984,2,0,3.59
79.5499999999984,2,0,3.6
79.5599999999984,2,0,3.6
79.5699999999984,2,0,3.6
79.5799999999984,2,0,3.6
79.5899999999984,2,0,3.61
79.5999999999984,2,0,3.61
79.6099999999984,2,0,3.61
79.6199999999984,2,0,3.61
79.6299999999984,1.99,0,3.62
79.6399999999984,1.99,0,3.62
79.6499999999984,1.99,0,3.62
79.6599999999984,1.99,0,3.62
79.6699999999984,1.99,0,3.62
79.6799999999984,1.99,0,3.63
79.6899999999984,1.99,0,3.63
79.6999999999984,1.99,0,3.63
79.7099999999984,1.99,0,3.63
79.7199999999984,1.99,0,3.64
79.7299999999984,1.99,0,3.64
